id,db_id,question,gold_sql,reason,revised
1074,conference,"For each institution id , how many staff members does each institution have that was founded after 1800 ? return their names .","select t1.institution_name , count(*) from institution as t1 join staff as t2 on t1.institution_id = t2.institution_id where t1.founded > 1800 group by t2.institution_id","The question states “For each institution id , how many staff members does each institution have that was founded after 1800 ? return their names .” This implies (a) results should be grouped per Institution_ID, (b) only institutions founded after 1800 are considered, (c) a count of staff must be returned, and (d) some kind of names must be returned. The annotated query:   • outputs Institution_Name and COUNT(*) but omits Institution_ID even though explicitly asked.   • groups by t2.Institution_ID but selects t1.Institution_Name, which is not part of the GROUP BY nor aggregated—valid in SQLite but not in standard SQL and potentially inconsistent.   • does not clarify or provide the “names” of staff members if that is what was intended; individual names are lost due to aggregation.","SELECT   i.Institution_Name,   COUNT(s.staff_ID) AS staff_count  FROM institution i  LEFT JOIN staff s ON i.Institution_ID = s.Institution_ID  WHERE i.Founded > 1800  GROUP BY i.Institution_ID, i.Institution_Name;"
1079,conference,What is the maximum and minimum age of all staff from the United States?,"SELECT max(age) , min(age) FROM staff","The question asks specifically for the maximum and minimum age among staff whose Nationality is ""United States"". The provided query aggregates over the entire staff table without a WHERE filter, therefore including staff of all nationalities and producing wrong values.","SELECT MAX(Age) AS max_age, MIN(Age) AS min_age  FROM staff  WHERE Nationality = 'United States';"
1089,conference,Show the conference name and year and the number of participants for each conference.,"SELECT T1.conference_name , T1.year , count(*) FROM Conference AS T1 JOIN Conference_participation AS T2 ON T1.conference_id = T2.conference_id GROUP BY T2.conference_id","The task asks for every conference, including those that might have zero participants. The annotator’s query uses an inner JOIN between conference and conference_participation, so any conference without rows in conference_participation will be omitted. Hence the result set is incomplete.","SELECT c.Conference_Name,   c.Year,   COUNT(cp.staff_ID) AS num_participants  FROM conference AS c  LEFT JOIN conference_participation AS cp   ON cp.Conference_ID = c.Conference_ID  GROUP BY c.Conference_ID;"
1090,conference,"For each conference id, what are their names, year, and number of participants?","SELECT T1.conference_name , T1.year , count(*) FROM Conference AS T1 JOIN Conference_participation AS T2 ON T1.conference_id = T2.conference_id GROUP BY T2.conference_id","The query counts participants only for conferences which appear in conference_participation because it uses an INNER JOIN. From the verification query we ran there exists at least one conference without any participant, so the requested “for each conference id” (i.e., include those with 0 participants) is not satisfied.","SELECT    c.Conference_Name,   c.Year,   COUNT(cp.staff_ID) AS num_participants  FROM conference AS c  LEFT JOIN conference_participation AS cp   ON cp.Conference_ID = c.Conference_ID  GROUP BY c.Conference_ID, c.Conference_Name, c.Year;"
1183,district_spokesman,What is the total population of the districts whose areas are in the top 3?,SELECT sum(population) FROM district ORDER BY area_km DESC LIMIT 3,"The query needs to first pick the three districts with the largest Area_km and then sum their Population. The annotated SQL performs the SUM over the whole table (22 531) and then tries to ORDER / LIMIT afterwards, which SQLite evaluates on the single‐row aggregate result – therefore it ignores the intended top-3 filter and returns a wrong number. Running the proper sub-query shows the correct total of 19 607.",SELECT SUM(Population) AS total_population  FROM (   SELECT Population   FROM district   ORDER BY Area_km DESC   LIMIT 3  );
1194,district_spokesman,"Find the number of spokesmen for each district, and the show district names as well.","SELECT t1.name , count(*) FROM district AS t1 JOIN spokesman_district AS t2 ON t1.District_ID = t2.District_ID GROUP BY t2.District_ID","The database has 5 districts but the annotated query returns only 4 rows. An INNER JOIN between district and spokesman_district removes districts without matches (e.g., “Huara”). To meet the requirement we must keep all districts and count matching spokesmen, which requires a LEFT JOIN.","SELECT d.Name,   COUNT(sd.Spokesman_ID) AS num_spokesmen  FROM district d  LEFT JOIN spokesman_district sd   ON d.District_ID = sd.District_ID  GROUP BY d.District_ID, d.Name;"
1203,art_1,What is the name of the oldest painting and where is it located?,"SELECT title , LOCATION , YEAR FROM paintings ORDER BY YEAR LIMIT 1",The query returns the year column which the question does not request (not harmful but unnecessary).,"SELECT title, location  FROM Paintings  WHERE year = (   SELECT MIN(year)   FROM Paintings   WHERE year IS NOT NULL  );"
1235,art_1,In what locations and on what mediums are the paintings created by the artist with the first name Pablo?,"SELECT T2.location , T2.medium FROM artists AS T1 JOIN paintings AS T2 ON T1.artistID = T2.painterID WHERE T1.fname = ""Pablo""","The query properly joins Artists and Paintings and filters artists whose first name is ""Pablo"", but it returns the columns location and medium. The wording of the question – “on what mediums” – strongly suggests it is asking for the support that the paint is **on**, which in the schema is the column mediumOn (e.g. canvas, panel, ivory wove paper), not the paint itself (oil, lithograph). Therefore the query does not return the information the question appears to request.","SELECT DISTINCT P.location, P.mediumOn  FROM Artists AS A  JOIN Paintings AS P ON A.artistID = P.painterID  WHERE A.fname = 'Pablo';"
1286,art_1,What are the maximum height and id of paintings painted before 1900?,"SELECT max(height_mm) , paintingID FROM paintings WHERE YEAR < 1900","The query mixes an aggregate MAX(height_mm) with non-aggregated column paintingID without GROUP BY; in SQLite this picks an arbitrary ID, not guaranteed to correspond to the painting(s) with the maximum height. Therefore it is logically incorrect, even though the current data set might coincidentally return the right row. The question is clear and unambiguous.","SELECT paintingID, height_mm  FROM Paintings  WHERE year < 1900   AND height_mm = (   SELECT MAX(height_mm)   FROM Paintings   WHERE year < 1900   );"
1287,art_1,What is the height and id of the tallest painting created before 1900?,"SELECT max(height_mm) , paintingID FROM paintings WHERE YEAR < 1900","The query mixes an aggregate MAX(height_mm) with non-aggregated column paintingID without GROUP BY; in SQLite this picks an arbitrary ID, not guaranteed to correspond to the painting(s) with the maximum height. Therefore it is logically incorrect, even though the current data set might coincidentally return the right row. The question is clear and unambiguous.","SELECT paintingID, height_mm  FROM Paintings  WHERE year < 1900   AND height_mm = (   SELECT MAX(height_mm)   FROM Paintings   WHERE year < 1900   );"
1294,art_1,Find the death year of all artists who have at most 3 paintings?,SELECT T1.deathYear FROM artists AS T1 JOIN paintings AS T2 ON T1.artistID = T2.painterID GROUP BY T2.painterID HAVING count(*) <= 3,"The query uses an inner JOIN between Artists and Paintings, so it only considers artists that have at least one painting. ""At most 3 paintings"" must also include artists with zero paintings, which are dropped by the inner-join. Therefore the result set is incomplete and the query is logically incorrect. Aside from that, the GROUP BY column should be the artistID from Artists (or include LEFT JOIN) but that is not the main flaw.",SELECT A.deathYear  FROM Artists AS A  LEFT JOIN Paintings AS P ON A.artistID = P.painterID  GROUP BY A.artistID  HAVING COUNT(P.paintingID) <= 3;
1295,art_1,When did each artist who created less than 4 paintings die ?,select t1.deathyear from artists as t1 join paintings as t2 on t1.artistid = t2.painterid group by t2.painterid having count(*) < 4,"The annotated query joins Artists to Paintings with an INNER JOIN, groups by painterID and keeps those with COUNT(*)<4. Artists who never painted anything are absent from Paintings and are therefore lost in the INNER JOIN. The correct logic must count 0-3 paintings, so the join has to be LEFT (or a sub-query) and count only paintingID. All other parts (GROUP BY, HAVING) are fine but should group by artistID, not painterID, to avoid accidental mismatch.",SELECT a.deathYear  FROM Artists AS a  LEFT JOIN Paintings AS p ON a.artistID = p.painterID  GROUP BY a.artistID  HAVING COUNT(p.paintingID) < 4;
1305,art_1,Which artists have the most paintings in oil?,"SELECT T1.lname , T1.fname FROM artists AS T1 JOIN paintings AS T2 ON T1.artistID = T2.painterID WHERE T2.medium = ""oil"" GROUP BY T2.painterID ORDER BY count(*) DESC LIMIT 3","The original query joins Artists and Paintings, filters to paintings whose medium is ""oil"", groups by artist and orders by the count descending. However, it adds LIMIT 3, which always truncates the list to three artists. The question asks for the artist(s) who have the most oil paintings – i.e., every artist whose count equals the maximum. Because of the limit the query can (1) return too many artists if fewer than three share the maximum, or (2) omit some artists when more than three tie for the maximum. Therefore it does not reliably answer the question, even though the rest of the logic (join, filter, aggregation) is correct.","WITH oil_counts AS (   SELECT painterID, COUNT(*) AS cnt   FROM Paintings   WHERE medium = 'oil'   GROUP BY painterID  ),  max_cnt AS (   SELECT MAX(cnt) AS top_cnt FROM oil_counts  )  SELECT a.lname, a.fname  FROM oil_counts oc  JOIN max_cnt m ON oc.cnt = m.top_cnt  JOIN Artists a ON a.artistID = oc.painterID;"
1312,art_1,Find the locations that have paintings before 1885 and no work with medium on canvas?,"SELECT DISTINCT LOCATION FROM paintings WHERE YEAR < 1885 AND mediumOn != ""canvas""","The query only selects rows from Paintings that (1) were created before 1885 and (2) are not painted on canvas, then returns their locations. It never checks whether the same location also contains other paintings that are on canvas. Thus a location that has both a pre-1885 wood panel painting and a later canvas painting would still be returned, violating the “no work with medium on canvas” requirement. A correct solution must first ensure the existence of ≥1 painting before 1885 and simultaneously guarantee the absence of ANY painting whose mediumOn = 'canvas' at that location.",SELECT DISTINCT p1.location  FROM Paintings AS p1  WHERE p1.year < 1885   AND NOT EXISTS (   SELECT 1   FROM Paintings AS p2   WHERE p2.location = p1.location   AND LOWER(p2.mediumOn) = 'canvas'  );
1320,car_road_race,Who are the constructors of drivers sorted by drivers' age in ascending order?,SELECT DISTINCT CONSTRUCTOR FROM driver ORDER BY Age ASC,"The request wants constructor names listed such that their rows follow the ascending order of the associated drivers’ ages. With SELECT DISTINCT constructor only, SQLite forbids ORDER BY Age (not in SELECT list). Even without the syntax error, DISTINCT would collapse multiple drivers of the same constructor to one row, making the age‐based order undefined. Therefore the annotated query is incorrect.",SELECT Constructor FROM driver ORDER BY Age ASC;
